application_id,batch_id,state,office_name,dept_group,district,block,portal,treatment,assigned_ra,template_version,language,channel,filing_outcome,not_filed_reason,filing_date,registration_number,fee_paid_inr,payment_mode,payment_reference,due_date,notes
TG-146,tg2026q3_02,Telangana,"Panchayat Raj&Rural Development, Palakurthy",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Nagarkurnool,Palakurthy,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-148,tg2026q3_02,Telangana,"Panchayat Raj&Rural Development Departmen(Zilla Parishad),Jangaon",PANCHAYAT RAJ AND RURAL DEVELOPMENT DEPARTMEN,Jangaon,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-153,tg2026q3_02,Telangana,Panchayath Raj&Rural Department(Mandal Praja Parishad)Geesugonda,PANCHAYATH RAJ AND RURAL,Hanumakonda,Geesugonda,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-155,tg2026q3_02,Telangana,"Panchayathraj &Rural Department,Marikal",PANCHAYATHRAJ AND RURAL,Narayanpet,Marikal,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-169,tg2026q3_02,Telangana,"REVENUE DEPARTMENT, Kondapur, Sangareddy",REVENUE,Sangareddy,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-173,tg2026q3_02,Telangana,"Revenue Department, Chennaraopet",REVENUE,Chennaraopet,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-182,tg2026q3_02,Telangana,"Revenue(Endowments) Department, Karimnagar",REVENUE,Karimnagar,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-188,tg2026q3_02,Telangana,"SC Development(TGSCCDC Ltd) Department,Adilabad",SC DEVELOPMENT,Adilabad,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-190,tg2026q3_02,Telangana,SC.Development Department(GOVT SC GIRLS HOSTEL )JOOKAL,SC.DEVELOPMENT,JOOKAL,NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-194,tg2026q3_02,Telangana,Scheduled Caste Development (Govt.SC College Girls Hostel) Achampet),SCHEDULED CASTE DEVELOPMENT,Achampet),NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-195,tg2026q3_02,Telangana,"Scheduled Caste Development (Govt.SCBH- A)Department,Nagarkurnool",SCHEDULED CASTE DEVELOPMENT,Nagarkurnool,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-204,tg2026q3_02,Telangana,Tahsildar Choppadandi,TAHSILDAR CHOPPADANDI,Karimnagar,Choppadandi,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-205,tg2026q3_02,Telangana,"Tahsildar Office ,Komuravelly",TAHSILDAR OFFICE,Siddipet,Komuravelli,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-211,tg2026q3_02,Telangana,"Tahsildar Office, Narsapur (G)",TAHSILDAR OFFICE,Medak,Narsapur (G),RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-214,tg2026q3_02,Telangana,"Tahsildar Office,Nellikudur",TAHSILDAR OFFICE,Mahabubabad,Nellikudur,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-215,tg2026q3_02,Telangana,"Tahsildar Office,Shamshabad",TAHSILDAR OFFICE,Rangareddy,Shamshabad,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-220,tg2026q3_02,Telangana,Telangana Vaidya vidhana parishad,TELANGANA VAIDYA VIDHANA PARISHAD,NA,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-223,tg2026q3_02,Telangana,"TGSRTC ,DM H.C.U",TGSRTC,DM H.C.U,NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-225,tg2026q3_02,Telangana,"TGSRTC ,DM Mushirabad-II",TGSRTC,DM Mushirabad-II,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-231,tg2026q3_02,Telangana,"TGTRANSCO, Opp EFLU Osmania University, Hyderabad",TGTRANSCO,Hyderabad,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-237,tg2026q3_02,Telangana,"Transport R&B( National Highway)Department,Mulugu",TRANSPORT R AND B,Mulugu,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-243,tg2026q3_02,Telangana,Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Ku,VETERINARY AND ANIMAL HUSBANDRYDEPARTMENT,Yadadri Bhuvanagiri,Motakondur / a K-starting area (uncertain),RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-246,tg2026q3_02,Telangana,"Veterinary and Animal HusbandryDept,Juloor,Pochampally mandal",VETERINARY AND ANIMAL HUSBANDRYDEPT,Pochampally mandal,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-248,tg2026q3_02,Telangana,"Women Development & child welfare Department,Kamareddy",WOMEN DEVELOPMENT AND CHILD WELFARE,Kamareddy,NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-249,tg2026q3_02,Telangana,"Women Development & child welfare Department,Madnoor",WOMEN DEVELOPMENT AND CHILD WELFARE,Madnoor,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
